pose_id,session_id,recorded_at_utc,yaw_deg,pitch_deg,roll_deg,yaw_raw_deg,yaw0_deg,yaw_stddev_deg,pitch_stddev_deg,roll_stddev_deg,imu_samples,magnetic_samples,S1_Bx_raw_mT,S1_By_raw_mT,S1_Bz_raw_mT,S2_Bx_raw_mT,S2_By_raw_mT,S2_Bz_raw_mT,S1_Bx_stddev_mT,S1_By_stddev_mT,S1_Bz_stddev_mT,S2_Bx_stddev_mT,S2_By_stddev_mT,S2_Bz_stddev_mT,S1_Bx_corrected_mT,S1_By_corrected_mT,S1_Bz_corrected_mT,S2_Bx_corrected_mT,S2_By_corrected_mT,S2_Bz_corrected_mT
247,cal-20260717T104800Z,2026-07-17T11:39:14.230106+00:00,-30.438324,-6.091631,-3.910458,-30.112707,0.325617,0.041691,0.043000,0.032357,211,32,-1.460813,-6.069875,2.303000,0.076563,2.949187,-1.120875,0.132559,0.155326,0.105608,0.113346,0.094325,0.074416,-1.404667,-6.147203,2.345620,-0.002042,2.879771,-1.095354
248,cal-20260717T104800Z,2026-07-17T11:39:34.670929+00:00,-40.234186,-5.236681,-4.977619,-39.908569,0.325617,0.045279,0.003078,0.005637,217,32,-1.822188,-5.616625,2.201938,0.431812,3.212563,-1.188250,0.140501,0.123052,0.096356,0.099130,0.101827,0.095600,-1.766042,-5.693953,2.244557,0.353208,3.143146,-1.162729
249,cal-20260717T104800Z,2026-07-17T11:39:41.819950+00:00,-50.510837,-5.148732,-4.871288,-50.185220,0.325617,0.002045,0.002256,0.001938,210,32,-2.428562,-4.851000,1.926313,0.722750,3.197250,-1.163750,0.116047,0.082558,0.101446,0.092302,0.095600,0.081614,-2.372417,-4.928328,1.968932,0.644146,3.127833,-1.138229
250,cal-20260717T104800Z,2026-07-17T11:39:48.768271+00:00,-59.823063,-5.042766,-4.773119,-59.497446,0.325617,0.001195,0.004068,0.003211,218,32,-3.016563,-4.008812,1.613938,0.946313,3.090063,-1.145375,0.104826,0.125351,0.105562,0.095143,0.114027,0.091247,-2.960417,-4.086141,1.656557,0.867708,3.020646,-1.119854
251,cal-20260717T104800Z,2026-07-17T11:40:13.852224+00:00,59.753068,-5.589753,-9.990047,60.078685,0.325617,0.004178,0.003319,0.008690,210,32,4.134375,-2.921625,0.777875,-2.088625,-0.569625,0.101062,0.141770,0.137330,0.105424,0.076470,0.097802,0.107019,4.190521,-2.998953,0.820495,-2.167229,-0.639042,0.126583
252,cal-20260717T104800Z,2026-07-17T11:40:18.710139+00:00,50.474415,-5.747120,-9.840895,50.800032,0.325617,0.004665,0.004133,0.004241,211,32,3.944500,-4.018000,1.249500,-2.030438,-0.024500,-0.128625,0.136339,0.145144,0.121946,0.075642,0.114070,0.080419,4.000646,-4.095328,1.292120,-2.109042,-0.093917,-0.103104
253,cal-20260717T104800Z,2026-07-17T11:40:23.907290+00:00,40.727591,-5.926881,-9.732089,41.053208,0.325617,0.006278,0.003783,0.006563,211,32,3.665812,-5.031688,1.662937,-1.813000,0.603313,-0.367500,0.126581,0.091829,0.128102,0.129343,0.093501,0.114070,3.721958,-5.109016,1.705557,-1.891604,0.533896,-0.341979
254,cal-20260717T104800Z,2026-07-17T11:40:29.331928+00:00,30.274793,-6.073473,-9.617177,30.600410,0.325617,0.012952,0.017030,0.008966,218,32,3.185000,-6.039250,1.990625,-1.580250,1.261750,-0.588000,0.108502,0.116089,0.112532,0.077725,0.118727,0.089749,3.241146,-6.116578,2.033245,-1.658854,1.192333,-0.562479
255,cal-20260717T104800Z,2026-07-17T11:40:35.403294+00:00,20.618542,-6.195260,-9.554308,20.944159,0.325617,0.030688,0.013658,0.012155,218,32,2.698062,-6.642562,2.281563,-1.301562,1.797688,-0.799312,0.129305,0.126275,0.119985,0.109169,0.091829,0.082967,2.754208,-6.719891,2.324182,-1.380167,1.728271,-0.773792
256,cal-20260717T104800Z,2026-07-17T11:40:41.042711+00:00,10.409675,-6.261924,-9.434334,10.735292,0.325617,0.003833,0.009147,0.001619,217,32,2.140687,-7.178500,2.538813,-0.940188,2.266250,-0.924875,0.117044,0.111321,0.148017,0.105195,0.121309,0.111146,2.196833,-7.255828,2.581432,-1.018792,2.196833,-0.899354
257,cal-20260717T104800Z,2026-07-17T11:41:02.969111+00:00,-0.245010,-5.626004,-10.604033,0.080607,0.325617,0.004836,0.007495,0.003154,217,32,1.837500,-7.441875,2.600062,-0.502250,2.875688,-1.172937,0.136339,0.126772,0.111277,0.121309,0.118360,0.115378,1.893646,-7.519203,2.642682,-0.580854,2.806271,-1.147417
258,cal-20260717T104800Z,2026-07-17T11:41:08.042806+00:00,-10.603394,-5.619156,-10.390906,-10.277777,0.325617,0.003351,0.012037,0.005369,210,32,1.197437,-7.607250,2.719500,-0.101062,3.136000,-1.218875,0.118687,0.121309,0.151412,0.094735,0.126925,0.092929,1.253583,-7.684578,2.762120,-0.179667,3.066583,-1.193354
259,cal-20260717T104800Z,2026-07-17T11:41:14.368003+00:00,-20.829314,-5.518034,-10.188553,-20.503697,0.325617,0.015786,0.007175,0.005116,210,32,0.453250,-7.582750,2.783813,0.312375,3.338125,-1.249500,0.116089,0.110623,0.142689,0.091247,0.102444,0.096406,0.509396,-7.660078,2.826432,0.233771,3.268708,-1.223979
260,cal-20260717T104800Z,2026-07-17T11:41:21.403521+00:00,-30.587779,-5.425568,-10.061362,-30.262162,0.325617,0.021851,0.011856,0.029315,217,32,-0.226625,-7.368375,2.731750,0.615563,3.417750,-1.292375,0.132741,0.106884,0.144610,0.097157,0.126313,0.106884,-0.170479,-7.445703,2.774370,0.536958,3.348333,-1.266854
261,cal-20260717T104800Z,2026-07-17T11:41:29.367384+00:00,-40.566734,-5.337473,-9.996180,-40.241117,0.325617,0.002368,0.007236,0.007752,217,32,-1.038188,-6.881438,2.609250,0.915687,3.445312,-1.264813,0.110928,0.098738,0.131127,0.091829,0.124732,0.097554,-0.982042,-6.958766,2.651870,0.837083,3.375896,-1.239292
262,cal-20260717T104800Z,2026-07-17T11:41:38.273572+00:00,-50.599507,-5.307466,-9.918184,-50.273890,0.325617,0.059780,0.020684,0.035473,210,32,-1.843625,-6.192375,2.410188,1.218875,3.316688,-1.169875,0.115252,0.097802,0.121588,0.124304,0.108814,0.092929,-1.787479,-6.269703,2.452807,1.140271,3.247271,-1.144354
263,cal-20260717T104800Z,2026-07-17T11:41:45.453618+00:00,-60.382151,-5.315558,-9.826358,-60.056534,0.325617,0.002730,0.001895,0.003031,211,32,-2.642937,-5.288938,2.165188,1.451625,3.139063,-1.093312,0.144039,0.152400,0.100680,0.103945,0.107019,0.070885,-2.586792,-5.366266,2.207807,1.373021,3.069646,-1.067792
264,cal-20260717T104800Z,2026-07-17T11:43:03.446919+00:00,60.006197,-10.643543,9.427292,60.331814,0.325617,0.081102,0.008905,0.012122,211,32,0.976938,-3.629062,1.672125,-0.912625,-0.860563,0.434875,0.128102,0.091406,0.116588,0.100920,0.116047,0.102444,1.033083,-3.706391,1.714745,-0.991229,-0.929979,0.460396
265,cal-20260717T104800Z,2026-07-17T11:43:08.937203+00:00,50.932056,-10.696781,9.526820,51.257673,0.325617,0.030493,0.003696,0.004851,218,32,0.508375,-4.119063,1.828313,-1.019813,-0.560438,0.370563,0.156320,0.107019,0.118360,0.092668,0.111971,0.113346,0.564521,-4.196391,1.870932,-1.098417,-0.629854,0.396083
266,cal-20260717T104800Z,2026-07-17T11:43:15.822709+00:00,40.458939,-10.692394,9.542043,40.784556,0.325617,0.077793,0.015477,0.003617,218,32,-0.076563,-4.563125,1.911000,-1.087187,-0.202125,0.180688,0.110579,0.108323,0.099568,0.109523,0.096205,0.096757,-0.020417,-4.640453,1.953620,-1.165792,-0.271542,0.206208
267,cal-20260717T104800Z,2026-07-17T11:43:21.750990+00:00,30.515769,-10.800830,9.576162,30.841386,0.325617,0.007569,0.015836,0.009370,211,32,-0.566562,-4.820375,1.907938,-1.078000,0.156188,0.012250,0.107741,0.132741,0.105562,0.096406,0.110928,0.085326,-0.510417,-4.897703,1.950557,-1.156604,0.086771,0.037771
268,cal-20260717T104800Z,2026-07-17T11:43:29.967315+00:00,20.355136,-10.858056,9.525124,20.680753,0.325617,0.011762,0.009042,0.005671,210,32,-1.065750,-4.945938,1.904875,-1.068812,0.532875,-0.162312,0.121309,0.105562,0.116588,0.097554,0.096205,0.073038,-1.009604,-5.023266,1.947495,-1.147417,0.463458,-0.136792
269,cal-20260717T104800Z,2026-07-17T11:43:36.968202+00:00,10.549666,-10.894906,9.529222,10.875283,0.325617,0.005055,0.007373,0.002875,218,32,-1.500625,-4.921437,1.895687,-0.986125,0.820750,-0.254188,0.130386,0.148800,0.098345,0.111146,0.128743,0.102207,-1.444479,-4.998766,1.938307,-1.064729,0.751333,-0.228667
270,cal-20260717T104800Z,2026-07-17T11:43:43.915197+00:00,0.485983,-10.967098,9.568553,0.811600,0.325617,0.006083,0.010672,0.006180,211,32,-1.926312,-4.832625,1.745625,-0.885062,1.151500,-0.355250,0.115713,0.080419,0.117909,0.115378,0.111321,0.101875,-1.870167,-4.909953,1.788245,-0.963667,1.082083,-0.329729
271,cal-20260717T104800Z,2026-07-17T11:44:20.763232+00:00,-11.003488,-9.447211,10.749291,-10.677871,0.325617,0.009046,0.005714,0.002823,210,32,-2.195813,-4.045562,1.454688,-0.845250,1.466938,-0.483875,0.131385,0.100295,0.131973,0.116089,0.112660,0.096205,-2.139667,-4.122891,1.497307,-0.923854,1.397521,-0.458354
272,cal-20260717T104800Z,2026-07-17T11:44:27.076323+00:00,-20.339516,-9.521072,10.801643,-20.013899,0.325617,0.003615,0.005699,0.008481,217,32,-2.499000,-3.714812,1.292375,-0.670687,1.641500,-0.588000,0.138593,0.112316,0.109744,0.093501,0.108502,0.102632,-2.442854,-3.792141,1.334995,-0.749292,1.572083,-0.562479
273,cal-20260717T104800Z,2026-07-17T11:44:32.237903+00:00,-30.078503,-9.490828,10.919060,-29.752886,0.325617,0.013294,0.006570,0.014157,217,32,-2.731750,-3.209500,0.992250,-0.493063,1.813000,-0.673750,0.113389,0.114070,0.110623,0.080599,0.102632,0.095600,-2.675604,-3.286828,1.034870,-0.571667,1.743583,-0.648229
274,cal-20260717T104800Z,2026-07-17T11:44:46.134465+00:00,-40.788526,-10.031976,9.531807,-40.462909,0.325617,0.076958,0.007809,0.007116,217,32,-3.181938,-2.759313,0.731938,-0.260313,1.923250,-0.719688,0.121906,0.134300,0.124421,0.107381,0.110623,0.101446,-3.125792,-2.836641,0.774557,-0.338917,1.853833,-0.694167
275,cal-20260717T104800Z,2026-07-17T11:44:56.616859+00:00,-50.491674,-9.948069,9.668036,-50.166057,0.325617,0.002748,0.006157,0.012405,214,32,-3.283000,-1.996750,0.428750,-0.079625,1.966125,-0.753375,0.142994,0.126313,0.095600,0.094582,0.092929,0.100920,-3.226854,-2.074078,0.471370,-0.158229,1.896708,-0.727854
276,cal-20260717T104800Z,2026-07-17T11:45:03.781141+00:00,-60.680316,-9.862334,9.629874,-60.354699,0.325617,0.001876,0.004653,0.005568,211,32,-3.252375,-1.050437,0.067375,0.070438,1.978375,-0.759500,0.127988,0.129903,0.117909,0.090555,0.091247,0.096406,-3.196229,-1.127766,0.109995,-0.008167,1.908958,-0.733979
277,cal-20260717T104800Z,2026-07-17T11:45:34.642835+00:00,60.410379,-10.173513,5.572640,60.735996,0.325617,0.005464,0.002831,0.007974,218,32,1.491437,-3.935312,1.745625,-1.105563,-0.848313,0.392000,0.104826,0.111624,0.127988,0.100295,0.077163,0.074676,1.547583,-4.012641,1.788245,-1.184167,-0.917729,0.417521
278,cal-20260717T104800Z,2026-07-17T11:45:48.516331+00:00,50.266155,-10.095630,5.508757,50.591772,0.325617,0.015239,0.004498,0.007568,210,32,0.940187,-4.535563,1.938562,-1.172937,-0.447125,0.269500,0.116380,0.122540,0.110579,0.101064,0.096205,0.102632,0.996333,-4.612891,1.981182,-1.251542,-0.516542,0.295021
279,cal-20260717T104800Z,2026-07-17T11:45:52.922936+00:00,40.331238,-10.208545,5.596887,40.656855,0.325617,0.011372,0.005459,0.008065,218,32,0.434875,-5.050063,2.061062,-1.185188,-0.101062,0.058188,0.136197,0.111277,0.118032,0.103712,0.109876,0.099130,0.491021,-5.127391,2.103682,-1.263792,-0.170479,0.083708
280,cal-20260717T104800Z,2026-07-17T11:45:59.500097+00:00,30.163405,-10.300595,5.598889,30.489022,0.325617,0.006589,0.007911,0.003798,210,32,-0.134750,-5.399188,2.122313,-1.185188,0.321562,-0.101062,0.123836,0.109523,0.110228,0.117704,0.114704,0.087952,-0.078604,-5.476516,2.164932,-1.263792,0.252146,-0.075542
281,cal-20260717T104800Z,2026-07-17T11:46:06.403571+00:00,20.335227,-10.375341,5.656219,20.660844,0.325617,0.049379,0.010485,0.004030,218,32,-0.676813,-5.650313,2.168250,-1.139250,0.704375,-0.208250,0.130201,0.110228,0.085326,0.107786,0.100920,0.092302,-0.620667,-5.727641,2.210870,-1.217854,0.634958,-0.182729
282,cal-20260717T104800Z,2026-07-17T11:46:12.279290+00:00,9.676896,-10.458350,5.721480,10.002513,0.325617,0.009106,0.011116,0.008921,217,32,-1.209688,-5.635000,2.146813,-1.032063,1.065750,-0.376688,0.135449,0.145144,0.100680,0.102585,0.092302,0.079145,-1.153542,-5.712328,2.189432,-1.110667,0.996333,-0.351167
283,cal-20260717T104800Z,2026-07-17T11:46:18.756226+00:00,0.620399,-10.488997,5.749865,0.946016,0.325617,0.005126,0.011174,0.012213,211,32,-1.715000,-5.543125,2.045750,-0.857500,1.338313,-0.474687,0.142994,0.121787,0.098787,0.099568,0.084813,0.093501,-1.658854,-5.620453,2.088370,-0.936104,1.268896,-0.449167
284,cal-20260717T104800Z,2026-07-17T11:46:24.879544+00:00,-10.130236,-10.503583,5.792846,-9.804619,0.325617,0.007466,0.010587,0.010361,211,32,-2.223375,-5.334875,1.914062,-0.679875,1.641500,-0.575750,0.117909,0.108323,0.138558,0.131569,0.121946,0.092302,-2.167229,-5.412203,1.956682,-0.758479,1.572083,-0.550229
285,cal-20260717T104800Z,2026-07-17T11:46:31.543258+00:00,-20.568566,-10.493217,5.860367,-20.242949,0.325617,0.009877,0.008298,0.019119,217,32,-2.688875,-4.936750,1.678250,-0.523687,1.862000,-0.707438,0.145011,0.135770,0.116089,0.104456,0.108502,0.073566,-2.632729,-5.014078,1.720870,-0.602292,1.792583,-0.681917
286,cal-20260717T104800Z,2026-07-17T11:46:38.284178+00:00,-30.371848,-10.481382,5.947817,-30.046231,0.325617,0.009945,0.010917,0.005415,217,32,-3.096188,-4.376313,1.421000,-0.306250,1.987562,-0.744188,0.155170,0.120949,0.119378,0.095600,0.083432,0.078160,-3.040042,-4.453641,1.463620,-0.384854,1.918146,-0.718667
287,cal-20260717T104800Z,2026-07-17T11:46:50.570113+00:00,-40.096655,-9.725838,4.968381,-39.771038,0.325617,0.002555,0.011121,0.012730,217,32,-3.258500,-3.769938,1.221938,-0.125562,2.195813,-0.833000,0.111321,0.121906,0.168797,0.106293,0.078160,0.086229,-3.202354,-3.847266,1.264557,-0.204167,2.126396,-0.807479
288,cal-20260717T104800Z,2026-07-17T11:46:57.326164+00:00,-50.387528,-9.621861,5.061656,-50.061911,0.325617,0.001129,0.004837,0.002891,217,32,-3.564750,-2.777687,0.811563,0.104125,2.205000,-0.882000,0.107786,0.139948,0.111971,0.092929,0.116754,0.102632,-3.508604,-2.855016,0.854182,0.025521,2.135583,-0.856479
289,cal-20260717T104800Z,2026-07-17T11:47:06.239184+00:00,-60.174700,-9.411249,5.200616,-59.849083,0.325617,0.002385,0.011867,0.008573,211,32,-3.690313,-1.803813,0.333813,0.281750,2.183562,-0.851375,0.150611,0.110928,0.126581,0.073632,0.111971,0.094582,-3.634167,-1.881141,0.376432,0.203146,2.114146,-0.825854
290,cal-20260717T104800Z,2026-07-17T11:47:34.285311+00:00,60.331891,-10.194785,0.196349,60.657508,0.325617,0.009207,0.003398,0.005158,211,32,2.471437,-4.419188,1.840563,-1.298500,-0.725812,0.349125,0.128705,0.109523,0.107741,0.111321,0.121588,0.108323,2.527583,-4.496516,1.883182,-1.377104,-0.795229,0.374646
291,cal-20260717T104800Z,2026-07-17T11:47:38.540735+00:00,49.493703,-10.352738,0.345982,49.819320,0.325617,0.017872,0.006810,0.010792,217,32,1.806875,-5.341000,2.171312,-1.344437,-0.266437,0.128625,0.131569,0.134048,0.105928,0.119985,0.093914,0.097802,1.863021,-5.418328,2.213932,-1.423042,-0.335854,0.154146
292,cal-20260717T104800Z,2026-07-17T11:47:43.493237+00:00,38.821195,-10.498017,0.466775,39.146812,0.325617,0.022526,0.008199,0.006047,217,32,1.218875,-6.066813,2.321375,-1.350563,0.159250,-0.067375,0.113900,0.143770,0.094582,0.092250,0.107786,0.080419,1.275021,-6.144141,2.363995,-1.429167,0.089833,-0.041854
293,cal-20260717T104800Z,2026-07-17T11:47:49.318933+00:00,30.014702,-10.579848,0.519408,30.340319,0.325617,0.013523,0.005733,0.003396,210,32,0.637000,-6.513937,2.477562,-1.231125,0.532875,-0.245000,0.105608,0.102585,0.111971,0.092929,0.082323,0.082558,0.693146,-6.591266,2.520182,-1.309729,0.463458,-0.219479
294,cal-20260717T104800Z,2026-07-17T11:47:53.895024+00:00,19.939033,-10.672956,0.627207,20.264650,0.325617,0.019270,0.012240,0.003102,218,32,0.003063,-6.887563,2.569437,-1.102500,0.964688,-0.370563,0.144039,0.122540,0.142417,0.099568,0.096757,0.107741,0.059208,-6.964891,2.612057,-1.181104,0.895271,-0.345042
295,cal-20260717T104800Z,2026-07-17T11:47:59.002464+00:00,10.025817,-10.756609,0.762962,10.351434,0.325617,0.013302,0.006523,0.006700,217,32,-0.643125,-7.049875,2.597000,-0.970812,1.307688,-0.517563,0.149222,0.133903,0.114070,0.106657,0.110228,0.087067,-0.586979,-7.127203,2.639620,-1.049417,1.238271,-0.492042
296,cal-20260717T104800Z,2026-07-17T11:48:03.991772+00:00,-0.116433,-10.799425,0.875428,0.209184,0.325617,0.018458,0.009858,0.012668,217,32,-1.289313,-7.062125,2.505125,-0.744188,1.635375,-0.661500,0.117044,0.113900,0.119216,0.085722,0.091247,0.074676,-1.233167,-7.139453,2.547745,-0.822792,1.565958,-0.635979
297,cal-20260717T104800Z,2026-07-17T11:48:10.541533+00:00,-10.089096,-10.822604,0.928833,-9.763479,0.325617,0.011008,0.008486,0.014397,217,32,-1.865063,-6.826313,2.404063,-0.563500,1.901812,-0.713562,0.115378,0.104456,0.093085,0.116754,0.089263,0.090555,-1.808917,-6.903641,2.446682,-0.642104,1.832396,-0.688042
298,cal-20260717T104800Z,2026-07-17T11:48:24.537074+00:00,-20.488064,-10.405101,0.272038,-20.162447,0.325617,0.002602,0.017009,0.005055,217,32,-2.379563,-6.504750,2.275437,-0.324625,2.116188,-0.833000,0.106293,0.170197,0.104826,0.109744,0.099130,0.105608,-2.323417,-6.582078,2.318057,-0.403229,2.046771,-0.807479
299,cal-20260717T104800Z,2026-07-17T11:48:31.870636+00:00,-30.040952,-10.379892,0.390663,-29.715335,0.325617,0.002760,0.016343,0.012793,214,32,-2.930813,-5.971875,2.061062,-0.082687,2.241750,-0.888125,0.148017,0.099373,0.118032,0.102962,0.095600,0.092929,-2.874667,-6.049203,2.103682,-0.161292,2.172333,-0.862604
300,cal-20260717T104800Z,2026-07-17T11:48:39.257211+00:00,-40.270509,-10.294924,0.474046,-39.944892,0.325617,0.001943,0.012711,0.011543,218,32,-3.537187,-5.080687,1.727250,0.134750,2.321375,-0.906500,0.141599,0.082967,0.104872,0.104872,0.100920,0.078715,-3.481042,-5.158016,1.769870,0.056146,2.251958,-0.880979
301,cal-20260717T104800Z,2026-07-17T11:48:46.437843+00:00,-50.153778,-10.229787,0.577716,-49.828161,0.325617,0.011590,0.004219,0.034329,210,32,-3.953688,-4.070062,1.338313,0.336875,2.309125,-0.909563,0.107381,0.124421,0.107381,0.108323,0.089533,0.090555,-3.897542,-4.147391,1.380932,0.258271,2.239708,-0.884042
302,cal-20260717T104800Z,2026-07-17T11:48:54.398486+00:00,-60.167852,-10.122127,0.636643,-59.842235,0.325617,0.003328,0.002536,0.003108,218,32,-4.269125,-2.814437,0.833000,0.548187,2.235625,-0.885062,0.108323,0.129903,0.116754,0.095953,0.097802,0.107019,-4.212979,-2.891766,0.875620,0.469583,2.166208,-0.859542
303,cal-20260717T104800Z,2026-07-17T11:49:17.836681+00:00,60.703627,-9.820178,-4.922731,61.029244,0.325617,0.010564,0.005068,0.013787,210,32,3.687250,-4.612125,1.724187,-1.525125,-0.606375,0.199063,0.135770,0.113900,0.146967,0.111146,0.091247,0.104084,3.743396,-4.689453,1.766807,-1.603729,-0.675792,0.224583
304,cal-20260717T104800Z,2026-07-17T11:49:24.493781+00:00,50.771772,-10.007098,-4.717815,51.097389,0.325617,0.017885,0.003640,0.006860,218,32,3.120687,-5.705438,2.119250,-1.506750,-0.119438,0.006125,0.136588,0.123797,0.110623,0.088882,0.092250,0.089533,3.176833,-5.782766,2.161870,-1.585354,-0.188854,0.031646
305,cal-20260717T104800Z,2026-07-17T11:49:29.698168+00:00,40.970289,-10.135492,-4.551718,41.295906,0.325617,0.053523,0.007119,0.007814,217,32,2.548000,-6.639500,2.419375,-1.448562,0.297063,-0.180688,0.138593,0.119378,0.117909,0.107741,0.104084,0.096757,2.604146,-6.716828,2.461995,-1.527167,0.227646,-0.155167
306,cal-20260717T104800Z,2026-07-17T11:49:36.287621+00:00,30.031321,-10.219847,-4.417498,30.356938,0.325617,0.008863,0.008993,0.005974,218,32,1.797688,-7.451062,2.698063,-1.304625,0.851375,-0.367500,0.133142,0.104084,0.108457,0.097802,0.106884,0.096406,1.853833,-7.528391,2.740682,-1.383229,0.781958,-0.341979
307,cal-20260717T104800Z,2026-07-17T11:49:51.827208+00:00,20.529175,-9.859499,-5.106886,20.854792,0.325617,0.018306,0.020306,0.012682,210,32,1.390375,-7.843063,2.796063,-1.105563,1.319937,-0.581875,0.120508,0.132851,0.145111,0.087067,0.078654,0.111146,1.446521,-7.920391,2.838682,-1.184167,1.250521,-0.556354
308,cal-20260717T104800Z,2026-07-17T11:49:57.148813+00:00,10.567025,-9.933285,-5.042778,10.892642,0.325617,0.010757,0.021172,0.012944,218,32,0.667625,-8.228937,2.967563,-0.860563,1.705812,-0.695188,0.100920,0.101064,0.132266,0.104826,0.108100,0.122855,0.723771,-8.306266,3.010182,-0.939167,1.636396,-0.669667
309,cal-20260717T104800Z,2026-07-17T11:50:03.704141+00:00,0.380762,-9.897699,-4.958861,0.706379,0.325617,0.003371,0.009410,0.005464,217,32,-0.052062,-8.391250,3.034937,-0.603313,2.042687,-0.811562,0.136304,0.118727,0.154420,0.124732,0.093501,0.090555,0.004083,-8.468578,3.077557,-0.681917,1.973271,-0.786042
310,cal-20260717T104800Z,2026-07-17T11:50:11.638165+00:00,-10.224623,-9.975288,-4.798788,-9.899006,0.325617,0.002947,0.013882,0.010586,211,32,-0.790125,-8.330000,3.077812,-0.346062,2.303000,-0.918750,0.111146,0.119378,0.140501,0.102585,0.131716,0.085326,-0.733979,-8.407328,3.120432,-0.424667,2.233583,-0.893229
311,cal-20260717T104800Z,2026-07-17T11:50:17.853430+00:00,-20.384445,-9.963044,-4.678404,-20.058828,0.325617,0.014214,0.007147,0.012901,214,32,-1.549625,-8.060500,2.909375,-0.030625,2.443875,-1.007562,0.127988,0.119378,0.117909,0.100920,0.082323,0.083432,-1.493479,-8.137828,2.951995,-0.109229,2.374458,-0.982042
312,cal-20260717T104800Z,2026-07-17T11:50:25.134681+00:00,-30.361779,-9.991897,-4.590685,-30.036162,0.325617,0.000990,0.010312,0.011303,211,32,-2.361187,-7.515375,2.716438,0.217438,2.541875,-0.998375,0.109523,0.141770,0.136871,0.107741,0.116588,0.103945,-2.305042,-7.592703,2.759057,0.138833,2.472458,-0.972854
313,cal-20260717T104800Z,2026-07-17T11:50:33.210451+00:00,-40.222096,-9.967666,-4.481814,-39.896479,0.325617,0.002648,0.010943,0.011792,210,32,-3.129875,-6.725250,2.394875,0.453250,2.578625,-1.025937,0.099373,0.131127,0.096205,0.101875,0.091247,0.074611,-3.073729,-6.802578,2.437495,0.374646,2.509208,-1.000417
314,cal-20260717T104800Z,2026-07-17T11:50:40.939117+00:00,-50.508281,-9.847272,-4.324540,-50.182664,0.325617,0.001729,0.011115,0.010504,217,32,-3.874062,-5.613563,1.993688,0.646188,2.511250,-1.001437,0.114027,0.139116,0.135449,0.099130,0.121309,0.077663,-3.817917,-5.690891,2.036307,0.567583,2.441833,-0.975917
315,cal-20260717T104800Z,2026-07-17T11:50:47.272902+00:00,-59.979752,-9.683547,-4.265875,-59.654135,0.325617,0.001884,0.004461,0.003754,211,32,-4.425313,-4.419188,1.568000,0.839125,2.397937,-0.927937,0.145377,0.120307,0.124460,0.113900,0.131679,0.108457,-4.369167,-4.496516,1.610620,0.760521,2.328521,-0.902417
316,cal-20260717T104800Z,2026-07-17T11:51:27.192993+00:00,60.264443,-8.982039,-9.104306,60.590060,0.325617,0.004871,0.010115,0.009283,211,32,4.544750,-4.174188,1.341375,-1.721125,-0.437937,0.101062,0.121309,0.102207,0.112532,0.092929,0.099519,0.101064,4.600896,-4.251516,1.383995,-1.799729,-0.507354,0.126583
317,cal-20260717T104800Z,2026-07-17T11:51:32.419713+00:00,49.662011,-9.055182,-8.906030,49.987628,0.325617,0.007585,0.008856,0.007236,211,32,4.112938,-5.518625,1.819125,-1.644562,0.104125,-0.122500,0.123170,0.127988,0.116588,0.113346,0.111146,0.082558,4.169083,-5.595953,1.861745,-1.723167,0.034708,-0.096979
318,cal-20260717T104800Z,2026-07-17T11:51:38.987393+00:00,40.717190,-9.128277,-8.766484,41.042807,0.325617,0.001962,0.002848,0.006024,210,32,3.595375,-6.495563,2.152938,-1.561875,0.548188,-0.330750,0.125544,0.122540,0.132851,0.102444,0.082028,0.088882,3.651521,-6.572891,2.195557,-1.640479,0.478771,-0.305229
319,cal-20260717T104800Z,2026-07-17T11:51:55.338028+00:00,30.606299,-9.180366,-8.631347,30.931916,0.325617,0.002168,0.010448,0.005641,218,32,2.909375,-7.313250,2.508188,-1.338313,1.074938,-0.493063,0.125544,0.113389,0.113687,0.098345,0.091406,0.101064,2.965521,-7.390578,2.550807,-1.416917,1.005521,-0.467542
320,cal-20260717T104800Z,2026-07-17T11:52:01.735586+00:00,19.914951,-9.231281,-8.404474,20.240568,0.325617,0.001936,0.010027,0.003078,217,32,2.186625,-7.983937,2.783813,-1.081063,1.571063,-0.661500,0.135055,0.151380,0.108100,0.104084,0.087952,0.093137,2.242771,-8.061266,2.826432,-1.159667,1.501646,-0.635979
321,cal-20260717T104800Z,2026-07-17T11:52:06.421602+00:00,10.840525,-9.296101,-8.206643,11.166142,0.325617,0.008252,0.010177,0.010603,210,32,1.607813,-8.354500,2.961438,-0.820750,1.947750,-0.833000,0.126581,0.129343,0.131090,0.085326,0.098787,0.093137,1.663958,-8.431828,3.004057,-0.899354,1.878333,-0.807479
322,cal-20260717T104800Z,2026-07-17T11:52:16.457554+00:00,-0.430544,-9.375084,-7.789661,-0.104927,0.325617,0.023412,0.022377,0.018964,211,32,0.808500,-8.608688,3.053313,-0.520625,2.275437,-0.958562,0.121946,0.127192,0.141051,0.080419,0.073566,0.095549,0.864646,-8.686016,3.095932,-0.599229,2.206021,-0.933042
323,cal-20260717T104800Z,2026-07-17T11:52:26.230158+00:00,-10.731954,-9.732350,-7.222523,-10.406337,0.325617,0.044660,0.026082,0.007578,210,32,-0.101062,-8.746500,3.157437,-0.168437,2.459188,-1.004500,0.120628,0.121946,0.128705,0.087067,0.117704,0.093137,-0.044917,-8.823828,3.200057,-0.247042,2.389771,-0.978979
